smiles,n_iter,first_soln_time,lowest_cost_route_found,lowest_cost_route_(binned),best_route_cost_lower_bound,lowest_depth_route_found,best_route_depth_lower_bound,num_calls_rxn_model,num_nodes_in_tree,is_purchasable,constant-0,Tanimoto-distance,Embedding-from-fingerprints,Embedding-from-gnn,Retro*
COc1cc(NCCCCCCN2CCN(C(=NC#N)SC)CC2)c2nccc(C)c2c1,18,7.0,1.807215395136804,001-003,1.5267881035250706,3.0,1.0,7,564,0.0,0.0,0.7086614173228347,0.19047848358872566,0.27708808935269946,1.6102111339569092
O=c1c2ccccc2c(Cl)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,4932,98.0,7.936729780664027,006-008,6.246303010248645,4.0,1.0,386,114859,0.0,0.0,0.5668789808917197,0.26369660962923513,0.27553480175696765,4.8079447746276855
Cc1ccc(C(=O)Nc2ccc(C(=O)CCC(=O)O)cc2)cc1,3,2.0,1.8344312928947768,001-003,1.2588990700197704,2.0,1.0,2,101,0.0,0.0,0.5773195876288659,0.2661991185388952,0.2913425066878367,0.7079176306724548
Cc1cc(Sc2cc(C#CCN3CCOCC3)cc(OCC3CC3)c2)ccc1OCC(=O)O,13,6.0,4.33866777531879,004-006,3.1439939719772334,4.0,1.0,7,598,0.0,0.0,0.7277777777777779,0.1846026899411769,0.3504519938940427,3.1832115650177
CN(Cc1ccc(C(=O)O)s1)C(=O)OC(C)(C)C,29,9.0,4.157819182261672,004-006,3.6509327426466793,3.0,1.0,13,497,0.0,0.0,0.5555555555555556,0.2044080442607965,0.2315392206564777,0.5089452266693115
C=CCOC1CCN(CC)c2c(CO)cccc21,5,2.0,3.115186723520892,003-004,1.993135551625302,2.0,1.0,3,139,0.0,0.0,0.6309523809523809,0.12161136325002786,0.3140787510823798,1.0258052349090576
CC(C)COc1ccccc1-c1ncc(-c2nnn[nH]2)c(=O)[nH]1,11,2.0,2.799488084336836,001-003,2.799488084336836,2.0,1.0,4,214,0.0,0.0,0.6754385964912281,0.18168165573759754,0.3372644841311475,0.16416621208190918
NCCCN1CCC2(CC1)CCN(c1ncnc3[nH]cc(Cl)c13)C2,33,13.0,5.440680489299097,004-006,3.340764521911062,4.0,1.0,14,1132,0.0,0.0,0.6982758620689655,0.22522301281081902,0.35247980906940657,0.38876378536224365
O=C(O)C(=O)Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1,11,3.0,3.2353957233022568,003-004,2.450831836559884,3.0,1.0,6,240,0.0,0.0,0.32558139534883723,0.24919407485348,0.23113322763998156,0.02826862968504429
CCC=C1CCC(c2ccc(I)c(F)c2)CC1,79,20.0,8.802904411880363,008-009,5.344251620750035,4.0,1.0,24,1788,0.0,0.0,0.6630434782608696,0.28825795121100417,0.23971761172895945,0.31028351187705994
COCCNc1ncc2cc(Br)c(C)nc2n1,71,5.0,6.78329333318083,006-008,4.8737611757158,4.0,1.0,20,1720,0.0,0.0,0.7058823529411764,0.2735438877721088,0.33506898910703664,0.07234299182891846
CCCCCNc1nc(N)nc(C)c1CCCN(Cc1cccc(CC(=O)OC)c1)S(C)(=O)=O,39,19.0,5.9962831316380525,004-006,5.3583601920221176,6.0,1.0,19,966,0.0,0.0,0.7032258064516129,0.33860914809027276,0.44873005020301715,1.4721022844314575
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc2c(=O)n(CC3CC3)cc(CN3CCN[C@@H](C)C3)c2c1,9,5.0,4.334623848935228,004-006,3.1770565632085885,4.0,1.0,5,293,0.0,0.0,0.7414965986394557,0.20196288061723,0.3675185318079076,4.708860397338867
COc1cccc2nc(-c3c(F)ccc(OCCF)c3Cl)c(Nc3ccc4c(c3)OCCO4)n12,5,2.0,1.3938218257736428,001-003,1.3938218257736428,2.0,1.0,3,154,0.0,0.0,0.7700534759358288,0.2692699441180586,0.42457973559264306,1.6411235332489014
COc1ccc(-c2nc(C)c3c(S(C)(=O)=O)cn(-c4cccc(OCC(=O)N(C)C)c4)c3n2)cc1F,69,4.0,7.293793942557473,006-008,4.896993194948651,3.0,1.0,18,1763,0.0,0.0,0.5785714285714285,0.24765436716397027,0.2139432724531014,1.0582021474838257
CC(C)(C)OC(=O)N1CCN(Cc2c(O)c(Cl)cc3c2O/C(=C\c2c[nH]c4ccccc24)C3=O)CC1,7,4.0,1.529877236519022,001-003,1.529877236519022,3.0,1.0,4,224,0.0,0.0,0.6538461538461539,0.2560736589306505,0.3718452913472887,0.15008863806724548
N#CCC(NC(=O)CNC(=O)CCCCNc1ccccn1)c1ccc(-c2ccccc2)cc1,101,11.0,5.901352611202658,004-006,4.620635400171723,4.0,1.0,22,2007,0.0,0.0,0.5961538461538461,0.12536342102895226,0.30224598850400064,1.3663352727890015
CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(=O)O)c1-c1ccccc1,41,16.0,4.422081839838079,004-006,4.422081839838079,5.0,1.0,16,919,0.0,0.0,0.5546875,0.22634469897331255,0.24628570456846122,0.9529109001159668
Cn1cc(-c2ccnc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2cc3n(n2)CCOC3)c1=O,9,5.0,1.5980758777999755,001-003,0.8947688339587508,4.0,1.0,5,191,0.0,0.0,0.6275510204081632,0.30845915351866904,0.31805971174175773,1.195443034172058
CCCCCC(=Cc1ccc(Cl)cc1Cl)CN1CCCC1,387,91.0,8.987013756017896,008-009,8.548823519179779,4.0,2.0,91,8220,0.0,0.0,0.691358024691358,0.24846983917894838,0.30989929547031525,0.3157661259174347
O=C1OCc2cc(CCN3CCN(C4Cc5ccc(Br)cc5C4)C(=O)C3)ccc21,285,56.0,7.449129025114194,006-008,5.678740864124324,5.0,1.0,57,4886,0.0,0.0,0.6814159292035398,0.19047788511440888,0.39332068247401986,2.960340738296509
CN(Cc1cc(-c2ccccc2)n(S(=O)(=O)c2cccc(C(=O)N3CCOCC3)c2)c1)C(=O)OC(C)(C)C,87,12.0,5.035938600593806,004-006,4.625898248829214,4.0,1.0,24,1486,0.0,0.0,0.564935064935065,0.2849025728443666,0.22622716316938263,1.5908867120742798
CNS(=O)(=O)c1cc(C#N)cc([N+](=O)[O-])c1,5,2.0,3.436435655922339,003-004,2.131004307239061,2.0,1.0,3,217,0.0,0.0,0.5625,0.1370712699033887,0.28420722077581084,0.49317070841789246
CCc1ccc2c(c1)nc(N)c1ncccc12,31,8.0,3.492651202739237,003-004,3.492651202739237,4.0,1.0,14,900,0.0,0.0,0.3902439024390244,0.2518085873908812,0.339839419387427,0.37218746542930603
COc1ccc(N2CCC(NCCCc3ccccc3)CC2)cc1,13,4.0,5.7641962453402105,004-006,4.662577825587761,2.0,1.0,5,435,0.0,0.0,0.5970149253731343,0.2317149399341092,0.28433729539211916,3.4189369678497314
CC(C)(C)OC(=O)N1CCC2(CC1)CC(Cc1ccccc1)=NO2,44,14.0,6.75098038961371,006-008,6.665760352138688,3.0,2.0,14,616,0.0,0.0,0.5045871559633027,0.13505930731939741,0.30276937538648896,0.37868791818618774
COc1cc(Cc2nc3c(ncn3CC(C)O)c(=O)[nH]2)ccc1OC(F)F,6,3.0,2.1600965483463117,001-003,2.1600965483463117,3.0,1.0,3,163,0.0,0.0,0.6285714285714286,0.18163474177488692,0.307800154843453,0.5791482329368591
Cc1c(NC2CCOCC2)cccc1C(=O)NCC(O)CN1CCc2ccccc2C1,22,4.0,2.9582047611127464,001-003,2.672602912599972,3.0,1.0,7,406,0.0,0.0,0.689922480620155,0.20715357071615248,0.39899955890489536,0.11841163039207458
Cc1ccc(S(=O)(=O)n2cc(I)c3nc(-c4c(F)cccc4F)ccc32)cc1,7,4.0,3.567893504148072,003-004,2.45138736443024,4.0,1.0,4,151,0.0,0.0,0.6065573770491803,0.14340222013652437,0.29648909276806135,1.0774621963500977
COc1ccc(OCC(O)CNC(C)CO[Si](C)(C)C(C)(C)C)cc1,3,2.0,0.4572961491256928,000-001,0.4572961491256928,2.0,1.0,2,117,0.0,0.0,0.5647058823529412,0.19252920373271254,0.22178422182045887,2.4203102588653564
CC(C)Cc1cc(CNS(=O)(=O)Cc2ccc3ccccc3c2)nn1-c1ccc(F)cc1,4610,-1.0,-1.0,NotSolved,17.951569804347123,-1.0,2.0,1000,94052,0.0,0.0,0.6229508196721312,0.2839688724193037,0.3656990007922417,0.407571941614151
O=C1CN(c2ccc(NC(=O)c3oc(-c4ccccc4)nc3C(F)(F)F)cn2)CCN1,3,2.0,1.2777094954042387,001-003,1.2777094954042387,2.0,1.0,2,28,0.0,0.0,0.5652173913043479,0.3125468011964593,0.24031004333200356,0.4483264982700348
COc1ccc(-c2cn(-c3ccnc(S(C)=O)n3)c3cc(-c4cccc([N+](=O)[O-])c4)ccc23)cc1,13,3.0,4.331498400863682,004-006,3.181257318480861,3.0,1.0,6,357,0.0,0.0,0.6712328767123288,0.17233986782137822,0.3015395218107718,1.136810064315796
CON1CCC2(CC1)NC(=O)C(c1cc(C3CC3)c(C)cc1C)=C2O,11,5.0,4.375560976698839,004-006,3.061717531501574,5.0,1.0,5,388,0.0,0.0,0.782608695652174,0.29277463627272493,0.4634639212555606,1.5191028118133545
Cc1ccc(S(=O)(=O)n2cc(I)c3c(NCc4ccccc4)nc(Cl)nc32)cc1,5,3.0,1.462639316443794,001-003,1.462639316443794,3.0,1.0,3,104,0.0,0.0,0.6111111111111112,0.3298175665546833,0.3750631843348865,0.20748606324195862
CC(CO[Si](C)(C)C(C)(C)C)Cc1ccc(Br)cc1,7,3.0,5.147547408413135,004-006,1.8984311997829308,3.0,1.0,4,187,0.0,0.0,0.5352112676056338,0.13192728337792636,0.21055812083751124,2.9419057369232178
Nc1nc(Cl)cnc1-c1cc(Cl)cc(Cl)c1Cl,9,3.0,5.322400930121642,004-006,3.120747548317349,2.0,1.0,5,434,0.0,0.0,0.7121212121212122,0.11431233266950525,0.19896806137956702,0.6511220932006836
CCCCCCCCOc1ccc(-c2ccc(CCCCCCCC)c(F)n2)cc1,352,58.0,8.54234641697523,008-009,6.534965844535737,5.0,1.0,59,7461,0.0,0.0,0.2936507936507936,0.12120076509065147,0.3344737281819814,1.7854132652282715
CN1C(=O)C(C)(C)c2ccc(O)cc21,3,2.0,1.9964446736388688,001-003,1.9964446736388688,2.0,1.0,2,98,0.0,0.0,0.4098360655737705,0.13295389138802283,0.2240833308432626,0.8271732330322266
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(N3CCCC3)c(Cl)c2)cc1,53,8.0,7.049029448070433,006-008,4.64632387466976,3.0,1.0,20,1316,0.0,0.0,0.6428571428571428,0.23494374257981687,0.3563544114511412,1.2718193531036377
CCOC(=O)c1ccc(N2CCN(c3ccc(OCCCCCCOC)cc3)CC2)cc1,21,9.0,5.662058109893213,004-006,3.661230461554281,4.0,1.0,9,754,0.0,0.0,0.6308724832214765,0.22868980566569863,0.31128237466911357,3.1801631450653076
O=C(O)CCn1c(CN2C(=O)C3(CC3)c3ccncc32)cc2cc(Cl)cc(F)c21,101,34.0,7.395719253221001,006-008,6.905938179621941,6.0,1.0,34,1729,0.0,0.0,0.6896551724137931,0.19349499675427895,0.36604335703214885,2.1363160610198975
C[C@H](N)c1cc2cccc(Cl)c2c(C(=O)NC2CCOCC2)n1,617,61.0,14.470783275331565,014-016,9.08812857816196,4.0,2.0,103,8016,0.0,0.0,0.725,0.38148367542624595,0.3297689950392725,0.33599400520324707
CCOC(=O)Nc1cc(NS(C)(=O)=O)c(Cl)cc1F,23,4.0,3.683604883835159,003-004,2.976693374129556,4.0,1.0,10,677,0.0,0.0,0.6363636363636364,0.20956286104068889,0.28582157959092247,1.3589411973953247
COc1cc2ncc(C#N)c(Nc3cccc(N=[N+]=[N-])c3)c2cc1OC,17,5.0,3.0090935064003896,003-004,1.6400802845065696,5.0,1.0,7,574,0.0,0.0,0.616,0.19594990111869115,0.31862830811205023,0.40869468450546265
COc1ccc2c(-c3ccc(-c4nnn(C)n4)cc3)nnc(Cl)c2c1,15,8.0,2.539176726532329,001-003,2.539176726532329,5.0,1.0,8,459,0.0,0.0,0.6283185840707964,0.26462821344938803,0.34620330518491416,0.39267370104789734
CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,9,5.0,1.0073831965549724,001-003,1.0073831965549724,5.0,1.0,5,270,0.0,0.0,0.4693877551020408,0.07356306811205271,0.23221769419320992,0.12904028594493866
Cc1cn2cc(NC(=O)c3ccc(C4CCN(C)CC4)nc3)ccc2n1,137,23.0,8.598761606317174,008-009,6.41456185396199,5.0,2.0,27,1784,0.0,0.0,0.38834951456310685,0.23086250237480033,0.2490063821940276,0.2350662648677826
CS(=O)(=O)Nc1ccc(N)cc1OCC1CC1,5,3.0,2.153547366953024,001-003,2.153547366953024,3.0,1.0,3,134,0.0,0.0,0.5540540540540541,0.2950822233799457,0.32475232027392087,2.8469364643096924
N#Cc1sccc1-c1cccc(-n2cnc3cc(-c4ccoc4)cnc32)c1,15,5.0,3.910632733842877,003-004,3.0378195438539293,5.0,1.0,5,508,0.0,0.0,0.3893805309734514,0.18904106398589637,0.2311980929511317,0.10071999579668045
COC(=O)Cc1ccc(C#Cc2cc(CBr)c3c(c2)C(C)(C)CC(C)(C)O3)cc1,116,15.0,5.425384892877496,004-006,3.926573823164349,5.0,1.0,21,2059,0.0,0.0,0.6923076923076923,0.15463122189685907,0.35110644730086904,3.1004323959350586
O=Cc1ccc(I)cc1[N+](=O)[O-],9,1.0,3.303819912964299,003-004,2.787407111723277,1.0,1.0,4,330,0.0,0.0,0.5,0.09206655877877234,0.2235638333434088,2.7139883041381836
Nc1ncnc2c1ncn2OC(CO)COCP(=O)(O)O,35,11.0,4.372884660203221,004-006,3.3849521572464054,4.0,1.0,15,458,0.0,0.0,0.753968253968254,0.28902742303728357,0.27430344360222814,0.6839393973350525
O=C(C1CC1)N1CCC(O)(Cn2cnc3c(cnn3-c3ccc(-c4ccc(N5CCC(O)C5)nc4)cc3)c2=O)CC1,100,7.0,9.673545967581669,009-011,6.072662139583807,2.0,1.0,33,2092,0.0,0.0,0.37662337662337664,0.1160636165790363,0.15878744128758226,0.9202759861946106
Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2ccccc2)cc1,5,2.0,1.067534485125612,001-003,1.046135391242128,2.0,1.0,3,147,0.0,0.0,0.5537190082644627,0.15664323351857556,0.31243522401566803,2.871445417404175
COc1c(Cl)cc(Cl)c(C(=O)O)c1N,17,4.0,5.895246414119652,004-006,4.177674380925054,2.0,1.0,8,676,0.0,0.0,0.6349206349206349,0.06743892156320741,0.19366028168624272,1.9658901691436768
CSc1ccc2c(c1)C(=CC#N)CCC2,1924,246.0,15.32622947750986,014-016,12.208253140002531,5.0,2.0,246,31987,0.0,0.0,0.6883116883116883,0.19201207135174603,0.340295292699881,0.04827170819044113
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3C(=O)O)ccc2Oc2ccccc2C(C)(C)C)cc1,15,5.0,2.0972747921887,001-003,1.8556999422338916,3.0,1.0,8,658,0.0,0.0,0.6117021276595744,0.24602725231397726,0.42380480774184115,5.009888648986816
COC(=O)C1(Sc2cc(N=c3sc(=O)n4n3CCCC4)c(F)cc2Cl)CC1,9999,-1.0,-1.0,NotSolved,21.93689449096684,-1.0,3.0,226,20315,0.0,0.0,0.7142857142857143,0.305030021425597,0.31254211091133866,2.428514242172241
O=C(O)Cc1coc2c(Cl)c(OCc3ccc(Cl)cc3Cl)ccc12,44,5.0,4.978229409168892,004-006,4.029533746866293,3.0,1.0,12,1162,0.0,0.0,0.6725663716814159,0.23956667382913288,0.3248382513429645,1.6764415502548218
CC(C)CCn1c(Cn2c(=O)n(C(C)C)c3ccccc32)nc2c(CCN)cccc21,15,8.0,4.105166188967536,004-006,2.602348596772393,4.0,1.0,8,402,0.0,0.0,0.3076923076923077,0.11506381681109956,0.14601483860787623,1.1260751485824585
COC(=O)[C@H](CCSC)NC(=O)c1ccc(I)cc1-c1ccccc1,17,5.0,3.9623715247634834,003-004,3.5897840497795666,4.0,1.0,8,637,0.0,0.0,0.5784313725490196,0.18463230258732777,0.28587675839446824,0.738603413105011
COC(=O)[C@H](CNS(=O)(=O)c1ccc(OCc2ccc3ccccc3c2)cc1)N1CCCCC1,13,4.0,3.022404294109995,003-004,2.049418074696524,3.0,1.0,7,429,0.0,0.0,0.6304347826086957,0.1839615203872914,0.39094079372508694,1.4616020917892456
COC(=O)C(Cl)Cc1cc(N2C(=O)c3ccccc3C2=O)c(F)cc1Cl,19,5.0,4.8591996638040245,004-006,3.7191377602631697,5.0,1.0,10,528,0.0,0.0,0.6272727272727272,0.22970191613443525,0.3320753577925337,0.5864537954330444
COc1cccc(-c2ccc(-n3c(Cl)cc4[nH]c(=O)c(C#N)c(O)c43)cc2)c1O,288,10.0,7.099391230487577,006-008,5.4229647366833165,4.0,1.0,45,6036,0.0,0.0,0.7152777777777778,0.13063607211856665,0.34075355358084736,1.8446446657180786
CC(C)(C)OC(=O)[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1C(Cl)=NO,339,39.0,12.485548433074625,011-013,8.581916953999155,8.0,2.0,54,7855,0.0,0.0,0.5057471264367817,0.17604234149211528,0.19892981292247214,1.3265843391418457
CC(=O)SCCCC(NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,11,5.0,5.377262641306533,004-006,2.595098117570896,5.0,1.0,5,326,0.0,0.0,0.35,0.15862783925884782,0.31077967077162083,0.2466825246810913
O=C(NC(=O)c1ccccc1)Nc1cccc(CC2CCCC=C2c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1,12,2.0,2.111338071039221,001-003,2.111338071039221,2.0,1.0,6,456,0.0,0.0,0.3372781065088757,0.07243307522441156,0.1524902176849361,2.566945791244507
Cn1cc(-n2ccc(-c3ccccc3)n2)cc(O)c1=O,9,4.0,3.61149353853074,003-004,2.702401550888468,2.0,1.0,5,246,0.0,0.0,0.6067415730337078,0.1488022135427457,0.3734076005254464,0.684458315372467
CC(=O)N1CCN(c2ccc(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)cc2)CC1,5,3.0,2.1427625769338605,001-003,1.738618550298605,2.0,1.0,3,171,0.0,0.0,0.5955882352941176,0.1435975549817935,0.19979115666700742,1.5443646907806396
O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCCCC2)nc1,27,9.0,3.652961512522109,003-004,3.3504619794096846,5.0,1.0,9,678,0.0,0.0,0.5777777777777777,0.31051412108591536,0.3648462732011193,0.3688793480396271
COc1nc(SC)nc(N[C@@H]2C[C@H](CO)[C@H]3OC(C)(C)O[C@@H]23)c1I,54,18.0,5.274497490807508,004-006,3.973711686066967,4.0,1.0,22,1281,0.0,0.0,0.7941176470588236,0.3054667874301017,0.37504513463327427,2.481736421585083
O=C(N1CCc2ccc(Cl)c(NCc3ccc(OC4CCCCC4)cn3)c2CC1)C(F)(F)F,7,3.0,4.474866170344011,004-006,3.396199118644568,3.0,1.0,4,212,0.0,0.0,0.6462585034013606,0.2275580144363889,0.31737404864172714,1.2684921026229858
CC(C)(C)OC(=O)n1cccc1-c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1,17,3.0,2.7035404698541377,001-003,2.49874225664141,3.0,1.0,7,396,0.0,0.0,0.5763888888888888,0.2377066792610968,0.30402009445958655,0.11532951146364212
COC[C@H](C)Nc1nc(Cl)c(-c2ccc(C(C)C)nc2OC)nc1Br,29,13.0,6.569229157962315,006-008,4.672251153878146,5.0,1.0,14,666,0.0,0.0,0.5825242718446602,0.18829073548095232,0.1806973340473339,2.509697198867798
NCC(c1ccccc1)C1CCCCC1,9,1.0,4.019728020421546,004-006,3.1985106000669314,1.0,1.0,5,213,0.0,0.0,0.4347826086956522,0.10610280162502961,0.08256656899752202,1.1468530893325806
CC1CCN(Cc2cc(=O)c3cc(C#Cc4ccc(-c5ccc(Cl)cc5)cn4)ccc3o2)CC1,9,2.0,2.4302401608015667,001-003,2.061359673788902,2.0,1.0,5,245,0.0,0.0,0.551948051948052,0.1959068621609179,0.3176112866663945,0.8673762083053589
CC(=O)Nc1cccc(-c2nn(CC(O)CO)c(=O)c3c(Nc4ccc(I)cc4F)c(Cl)c(=O)n(C)c23)c1,24,5.0,5.446863832648591,004-006,3.591538207773771,2.0,1.0,8,574,0.0,0.0,0.41025641025641024,0.25770991370261387,0.2179439996593462,1.6559808254241943
COc1cc(OC(=O)c2ccccc2)ccc1-c1ccc2c(c1COc1cc(F)ccc1C)C(C)=CC(C)(C)N2,71,6.0,6.922116101075676,006-008,4.56488977663575,4.0,1.0,27,2678,0.0,0.0,0.6432748538011697,0.13229007603595333,0.3463244571517128,2.188763380050659
CCC(CC)C(=O)Nc1ccc2ncn3c(=O)c(C(=O)O)cnc3c2c1,11,6.0,2.489765012377861,001-003,2.113961143088657,4.0,1.0,6,131,0.0,0.0,0.7570093457943925,0.177018942039039,0.40093906597357487,0.5356833934783936
CN1CCN(CCCOc2ccc(-c3cc4c(C(=O)O)c[nH]c4cc3Cl)cc2)CC1,38,6.0,2.9364864505517114,001-003,2.7313093001421835,4.0,1.0,14,1312,0.0,0.0,0.6527777777777778,0.1784240772275032,0.30307604131657784,1.626747965812683
CN1CCN(c2nccn3c(-c4cccc(NC(CN)c5ccccc5)n4)cnc23)CC1,84,21.0,6.1476648713554365,006-008,4.872587844839881,3.0,1.0,22,1374,0.0,0.0,0.5174825174825175,0.21914296604374117,0.24293651079226275,0.24817858636379242
Nc1nc(-c2ccc(F)cc2)c2c(n1)-c1c(cccc1-c1ccc(N3CCN(CCC(F)(F)F)CC3)cc1)C2=O,4863,205.0,9.899883211630229,009-011,8.206316699612312,6.0,2.0,453,99325,0.0,0.0,0.5512820512820513,0.2246341646830804,0.33847169930457055,0.32060161232948303
Nc1cccc(NC(=O)NCCCNc2nc(Cl)ncc2Br)c1,9,4.0,1.824515547542965,001-003,1.784225042951198,3.0,1.0,4,214,0.0,0.0,0.6777777777777778,0.23070391453300565,0.3346062033763002,4.1897382736206055
COc1cc(C(N)=NO)cc(OC)c1CN(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,29,10.0,6.52948056519575,006-008,4.8880345709974895,4.0,1.0,15,872,0.0,0.0,0.6213592233009708,0.30614842459868374,0.39820941390167075,0.21191222965717316
CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](CNc2ccccc2)CC1,5,2.0,1.5676760959392944,001-003,1.1198009990362088,2.0,1.0,3,165,0.0,0.0,0.3921568627450981,0.17978187325152395,0.20195139457115507,1.4228243827819824
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(Nc2cc(N3CCC3)ncn2)cc1,32,4.0,4.591304141647446,004-006,3.346397609734213,3.0,1.0,7,436,0.0,0.0,0.7152777777777778,0.24426071690048823,0.40387044554859686,1.1169503927230835
CN1CCN(C(=O)CC2CN=C(c3cc4cccc(N(C)S(=O)(=O)c5cccs5)c4[nH]3)S2)CC1,11,5.0,1.9688557451952655,001-003,1.9688557451952655,5.0,1.0,6,220,0.0,0.0,0.5460992907801419,0.1746758177929908,0.3588072228654009,0.7062590718269348
CN1CCN(CCOc2ccn3c(C(=O)Nc4cccc5c4cnn5Cc4ccc(C(F)(F)F)cn4)cnc3c2)CC1,9,3.0,1.681937451413971,001-003,1.5795526552050425,3.0,1.0,3,162,0.0,0.0,0.5590062111801242,0.1559910444048841,0.1917783320388191,1.096530795097351
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,20,4.0,3.831133775101014,003-004,2.775876406655839,3.0,1.0,6,314,0.0,0.0,0.6776315789473684,0.17550943549351805,0.2129396732784109,2.087315082550049
CC(=O)OCc1c(Cl)ccnc1-n1ncc2cc(C(C)(C)C)cc(F)c2c1=O,7,4.0,5.100501060617197,004-006,4.651395667849359,4.0,1.0,4,144,0.0,0.0,0.6636363636363636,0.15348704113516942,0.22945078710480082,1.1017729043960571
CC(C)(C)[Si](C)(C)OCCCNCCN1CCS(=O)(=O)CC1,5,1.0,0.7660382040717592,000-001,0.6660382040717592,1.0,1.0,2,124,0.0,0.0,0.641025641025641,0.22060433909019883,0.19325654008779458,0.5707610249519348
CSc1ccc(-c2cccc(C3CC(C(F)(F)C(F)(F)F)=NN3C3CCCCC3)c2)cc1,41,4.0,3.949733159043439,003-004,3.04979278070462,4.0,1.0,12,887,0.0,0.0,0.7285714285714286,0.2905287707804669,0.44881439488437225,0.3391611874103546
CNc1ccc2cnc(C(=O)c3ccc([N+](=O)[O-])c(C(=O)OC)c3)n2c1,93,29.0,10.212360905543768,009-011,8.025391374271939,4.0,2.0,30,1378,0.0,0.0,0.3448275862068966,0.14380369117832392,0.2010658615255293,0.06942800432443619
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(C(N)=O)nc2)CC1,41,8.0,4.919416256902526,004-006,3.775338868618972,4.0,1.0,14,1312,0.0,0.0,0.5132743362831859,0.16382233496554177,0.25540484713516975,0.7940403819084167
C=CC[C@H](C)Oc1cc(C)ccc1C(C)O,13,6.0,5.72285227339024,004-006,4.966475362672503,3.0,1.0,6,264,0.0,0.0,0.5,0.17711562066663644,0.09318571428153866,2.414311170578003
CCOC(=O)C1=C(COCCN)NC2=C(C(=O)CC(C)(C)C2)C1c1ccccn1,7,4.0,4.491488105371722,004-006,2.0934963363827643,3.0,1.0,4,274,0.0,0.0,0.734375,0.3098480258884284,0.38312060448972207,0.8393591642379761
CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(-c3nc4cc5c(cc4[nH]3)N(CC)C(=O)C5(C)C)c2C1,82,6.0,6.533983756805936,006-008,5.455413641541345,4.0,1.0,15,1036,0.0,0.0,0.7421383647798743,0.13662883864043485,0.3663559142190599,0.1402462124824524
CCN(Cc1ccccc1F)C(=O)COc1ccc(CCOc2ccccc2C(=O)O)cc1,13,5.0,3.981828237027503,003-004,2.888725876071607,4.0,1.0,5,469,0.0,0.0,0.6624203821656052,0.26316080534192976,0.3594646220503419,3.4011998176574707
O=C1CCC(c2ccc(OCC(=O)N3CCC(NC[C@H](O)COc4ccccc4Cl)CC3)c(Cl)c2)=NN1,20,5.0,3.2011783633975908,003-004,2.4960288689058028,3.0,1.0,8,370,0.0,0.0,0.5797101449275363,0.3788055817331243,0.21021759440871302,2.880199670791626
COCc1cn2ccc(Br)cc2n1,5,3.0,0.7876927239123417,000-001,0.7876927239123417,3.0,1.0,3,83,0.0,0.0,0.7014925373134329,0.19694463981839871,0.3576451173414964,0.3427969217300415
CC(=O)c1cc(Cl)c(C#N)c(I)c1OCCNC(=O)OC(C)(C)C,35,10.0,5.4804077120874695,004-006,3.9904383734224433,4.0,1.0,10,1251,0.0,0.0,0.4691358024691358,0.13147820254900167,0.25287336919165027,1.837357759475708
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccc(NS(C)(=O)=O)cc1,37,15.0,6.316586013884338,006-008,4.782626136951917,7.0,1.0,15,897,0.0,0.0,0.6635514018691588,0.18909960273196902,0.35220033415718244,0.5062093138694763
O=C(NCCC#Cc1cccc(CF)n1)c1ccccc1Cl,15,4.0,3.3272419186317888,003-004,2.515303121569613,4.0,1.0,4,171,0.0,0.0,0.6796116504854368,0.20471422925868976,0.40038550484788793,1.0616663694381714
CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(Br)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,15,5.0,5.047702598658583,004-006,3.355948740423333,4.0,1.0,8,330,0.0,0.0,0.74375,0.26519284130500664,0.4315760696388329,1.7213729619979858
